Area,Utility Group,Utility,Indicator Category,Indicator Sub Category,Indicator Code,Derived,Indicator Name,Unit,Footnote (2023-2024),2023-2024,2022-2023,2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Capital Expenditure,F15,Report,Capital expenditure: wastewater,$ 000s,"Increase in capex ($92m) is mainly due to higher allocation from CC1063 projects C-S03501 Woodman Pt WWTP Sludge Trt Upg 120 tDS/d ($48.2m) and C-S02770 SDOOL Transition Tower 2740 to 3500 l/s ($27.6m) as well as higher project spend in C-S03292 Seabrooke Ave SPS Diversion to ERWWTP ($14.2m), C-S03541 Alkimos SD DN1500 Sewer Stage 1 ($7.6m), C-S02317 Manning Jarman Ave M&E Upgrade&Diversion ($5.6m) and C-S03415 Yanchep Main Sewer Sect 3 Stage 2 ($4.3m)",280523.8,196494.615,171256.714,183204.292,193035.487,224557.385,249338.826,233102.42,169168.48,249329.312,157946.045,150332.491,151940.003,193013.24,480754.088,577983.301,384940.091,221812.658,132750.827,120368.205,194091.111,153155.942
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Capital Expenditure,F16,Derived,Total capital expenditure: water supply and wastewater,$ 000s,,649634.0,417631,385360,432595,471994,553237,576866,540797,371495,450757,336486,646591,704786,897619,1190012,947054,591682,569153,700991,309998.0,363430,348066
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Capital Expenditure,F28,Derived,Capital expenditure per property: water supply,$/property,,399.58,242.41,237.52,280,318.85,380.07,383.36,365.87,245.17,249.42,226.87,649.98,736.99,955.1,978.29,522.02,,,,,,
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Capital Expenditure,F29,Derived,Capital expenditure per property: wastewater,$/property,,332.4648,236.43,207.7582,224.4051,238.9097,281.612,317.1511,302.0635,224.3331,340.8615,221.5465,215.3412,221.6931,285.5521,729.5206,903.0989,,,,,,
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Economic real rate of return,F17,Report,Economic real rate of return: water supply,ratio,,4.4,3.7,4.1,4.7,4.25,4.9,3.6,3.2,3.5,4.2,3.8,3.3,3.3,4,3.1,2.8,3.4,4,4.7,,,
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Economic real rate of return,F18,Report,Economic real rate of return: wastewater,ratio,,8.7,8.4,8.4,9.3,9.28,9.2,8.6,7.7,7.3,7.4,6.6,5.8,5.2,5,4.9,5.2,6.4,6.1,5.7,,,
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Economic real rate of return,F19,Report,Economic real rate of return: water supply and wastewater,ratio,,7.0,6,6.2,7,6.73,7,6.1,5.5,5.4,5.8,5.2,4.6,4.3,4.6,4,4.1,4.9,5.1,5.3,,,
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Dividends,F20,Report,Dividends,$ 000s,Decisions on dividends seem to be constantly evolving. At one point we were to pay the final dividend for 22/23 but the Government decided that we could retain all dividends for that year. FY24 & FY23 Dividends were retained by the Corporation to contribute to funding a new desalination plant.,0.0,0,15675.189,748305.127,4459.164,741516.376,643996.378,614394.523,692324.663,690673.155,640362.215,508575.801,536171.469,564308.174,602160.663,559456.538,581605.152,595546.507,575649.902,521445.445,499843.588,448215.604
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Dividends,F21,Derived,Dividend payout ratio,ratio,,0.0,0.016,0.016,0.73,0.005,0.8,0.8,0,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,,,,0
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Net debt to equity,F22,Report,Net debt to equity ratio,ratio,Information provided is for whole Water Corporation (not Perth only). Lower net debt to equity ratio arises from higher cash balances due to retention of the dividend forecast to be paid in 2023/24 combined with the significantly lower borrowing costs (due primarily to short-term repayment of debt) over the year. This is combined with higher retained profit from increases in revenue streams.,29.8,37.2,43.1,49.1,51.8,55.4,55.7,53.9,52.8,52.8,52.7,53.5,49.6,45.3,39.7,32.1,24.6,20.6,17,,,
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Interest cover,F23,Report,Interest cover ratio,ratio,Information provided is for whole Water Corporation (not Perth only).,7.3,6.7,7.7,7,5.7,5.6,4.7,4.6,5,5,4.5,4,4.6,5.4,6.6,7.1,8.7,10.5,12.9,,,
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Dividends,F24,Report,Net profit after tax (NPAT),$ 000s,"Information provided is for whole Water Corporation (not Perth only). The increase in NPAT was primarily due to higher revenue, partially offset by higher operating costs and tax expenditure.",1059694.0,986594.924,979783.541,1024688.783,956286.451,942365.02,794745.5,803352.566,930217.171,1001066.112,883463.506,678268.874,721962.468,772094.987,777690.224,757381.791,802673.696,808935.641,768571.847,,,
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Net profit after tax,F30,Derived,Net profit after tax ratio,ratio,,0.4953,0.4796,0.46,0.32,0.4561,0.29,0.4021,0,0.5008,0.4658,0.3897,0.4501,0.4964,0.532,0.5316,0.5734,0.5842,0.5978,0,,,0
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Community service obligations (CSOs),F25,Report,Community service obligations ($),$ 000s,,132422.7,128222.077,142799.581,134005.37,123762.679,136318.452,123009.421,123173.435,121264.944,122990.823,150150.813,136692.197,132639.735,139493.01,146525.973,139109.614,136226.359,129951.025,116095.742,,,
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Capital works grants,F26,Report,Capital works grants: water supply,$ 000s,,0.0,0,0,0,0,0,0,0,0,0,0,1673.594,26884.075,37798.269,30702.29,18968.687,13939.186,13458.42,12121.489,,,
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Capital works grants,F27,Report,Capital works grants: wastewater,$ 000s,,0.0,0,0,0,0,0,0,0,0,0,0,0,9900.345,0,0,0,1066.852,0,7299.171,,,
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Costs,IF11,Report,Operating cost: water supply,$ 000s,"Increase in Support costs ($27.7m), IWSS costs ($12.7m), Reimbursement expenditure ($2.4m) and Other Direct Scheme costs ($0.7 m) offset by lower O&M costs (-$3.0m)",437788.5,414057.814,404265.421,380007.841,399134.933,332894.977,396503.004,389210.876,392689.541,387084.193,380806.972,352362.407,307483.678,268060.636,275263.252,245508.072,,,,,,
Western Australia,"Major—100,000+ connected properties",Water Corporation - Perth,Finance,Costs,IF12,Report,Operating cost: wastewater,$ 000s,,279304.8,275000.864,274717.537,246444.695,244712.289,235277.15,228625.256,223941.617,230159.362,211894.372,219762.212,214434.211,216476.879,212674.448,205470.614,186150.006,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Revenue,F1,Report,Total revenue: water supply,$ 000s,,222978.0,213408.734,219801.733,228789.866,260424.876,420620.377,255347.916,248264.39,273744.38,262817.243,267530.169,265513.701,280864.437,267355.999,283512.642,260539.36,244015.01,238133.533,223933.688,202372.603,209461.286,222807.713
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Revenue,F2,Report,Total revenue: wastewater,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Revenue,F3,Report,Total income for the utility,$ 000s,,224684.685,215042.676,221465.723,230502.208,281733.453,545970.995,256741.608,250681.735,276325.634,264343.552,272732.434,270028.388,285225.792,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Revenue,F4,Report,Percentage of residential revenue from usage charges: water supply,%,,,Not applicable,Not applicable,Not applicable,Not applicable,100,Not applicable,Not applicable,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Revenue,F5,Derived,Revenue per property: water supply,$/property,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Revenue,F5.1,Derived,Revenue per ML: water supply - bulk utility,$/ML,,,0.44,0.41,429.51,405.23,151.14,,,,504.49,484.93,494.49,649.48,616.93,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Revenue,F6,Derived,Revenue per property: wastewater,$/property,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Revenue,F6.1,Derived,Revenue per ML: wastewater - bulk utility,$/ML,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Revenue,F7,Derived,Total income per property,$/property,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Revenue,F7.1,Derived,Total income per ML: bulk utility,$/ML,,,0.44,0.42,432.72,438.39,195.53,,,,507.42,494.36,502.89,659.57,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Revenue from community service obligations (CSOs),F8,Derived,Community service obligations ratio,ratio,,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Costs,F9,Report,Written-down replacement cost of fixed water supply assets,$ 000s,,2154000.0,2100887.46,2074188.35,2157201.532,2116097.569,3522765.38,Not applicable,Not applicable,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Costs,F10,Report,Written-down replacement cost of fixed wastewater assets,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Costs,F11,Derived,Operating cost per property: water supply,$/property,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Costs,F12,Derived,Operating cost per property: wastewater,$/property,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Capital Expenditure,F14,Report,Capital expenditure: water supply,$ 000s,,117668.0,67306.344,19395.747,77478.236,137959.451,349696.28,27936.013,20739.449,20001.558,17910.736,42067.829,23696.754,27323.857,38635.989,78517.26,117881.061,111089.797,138355.646,223904.492,51304.646,33101.168,22776.578
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Capital Expenditure,F15,Report,Capital expenditure: wastewater,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,108.8,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Capital Expenditure,F16,Derived,Total capital expenditure: water supply and wastewater,$ 000s,,,67306,19396,77478,137959,349805,27936,20739,20002,17911,42068,23697,27324,38636,78517,117881,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Capital Expenditure,F28,Derived,Capital expenditure per property: water supply,$/property,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Capital Expenditure,F29,Derived,Capital expenditure per property: wastewater,$/property,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Economic real rate of return,F17,Report,Economic real rate of return: water supply,ratio,,0.03,0.02,0.01,0.02,0,3,Not applicable,Not applicable,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Economic real rate of return,F18,Report,Economic real rate of return: wastewater,ratio,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Economic real rate of return,F19,Report,Economic real rate of return: water supply and wastewater,ratio,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Dividends,F20,Report,Dividends,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,23991.238,Not applicable,Not applicable,,,36367.627,35824.287,34365.015,38292.776,45083.47,39634.12,9394.396,26121.276,24958.297,30726.537,32363.949,32480.282
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Dividends,F21,Derived,Dividend payout ratio,ratio,,,Not applicable,Not applicable,Not applicable,Not applicable,0.3,,0,,1.1,0.8,0.6,0.7,0.7,0.7,1.3,0.8,0.9,1.2,1.0,1,0
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Net debt to equity,F22,Report,Net debt to equity ratio,ratio,,,Not applicable,Not applicable,Not applicable,Not applicable,2,Not applicable,Not applicable,,,48,48.9,56.7,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Interest cover,F23,Report,Interest cover ratio,ratio,,,Not applicable,Not applicable,Not applicable,Not applicable,2.6,Not applicable,Not applicable,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Dividends,F24,Report,Net profit after tax (NPAT),$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,82270.752,Not applicable,Not applicable,,,33733.255,47765.715,55659.658,51494.573,62155.706,57896.322,7134.193,34362.058,27725.494,26558.014,32439.385,34167.501
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Net profit after tax,F30,Derived,Net profit after tax ratio,ratio,,,0,Not applicable,0,0,0.1507,0,0,0,0.1237,0.1769,0.1951,,,,,,,,,,0
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Community service obligations (CSOs),F25,Report,Community service obligations ($),$ 000s,No CSOs provided in 2023-24,0.0,0,0,0,0,50.382,Not applicable,Not applicable,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Capital works grants,F26,Report,Capital works grants: water supply,$ 000s,No capital work grants were provided for water supply in 2023-24,0.0,0,28.997,0,8917.144,5124.528,Not applicable,Not applicable,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Capital works grants,F27,Report,Capital works grants: wastewater,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Costs,IF11,Report,Operating cost: water supply,$ 000s,,94974.0,115501.397,140356.237,121727.718,129506.335,239045.094,Not applicable,Not applicable,,,,,132996.005,,,,,,,,,
New South Wales - Metro,Bulk water authorities,WaterNSW,Finance,Costs,IF12,Report,Operating cost: wastewater,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Revenue,F1,Report,Total revenue: water supply,$ 000s,,15954.617,15273.262,14958.068,16224.555,17685.997,17826.094,18020.125,17320.951,28758.98,17519.868,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Revenue,F2,Report,Total revenue: wastewater,$ 000s,,10142.589,10392.854,10620.763,10594.541,10536.4,10654.824,10782.721,11866.44,27990.132,8510.675,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Revenue,F3,Report,Total income for the utility,$ 000s,,26097.207,25666.117,25762.851,26819.096,28562.737,28411.106,28375.589,26726.916,25271.233,26671.087,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Revenue,F4,Report,Percentage of residential revenue from usage charges: water supply,%,,46.0,46,46,60,62,59.5,59,No data,No data,,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Revenue,F5,Derived,Revenue per property: water supply,$/property,,1363.41,1331.93,1307.53,1394.82,1527.03,1577.53,1573.13,1522.85,2436.18,1474.48,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Revenue,F6,Derived,Revenue per property: wastewater,$/property,,1173.64,1202.59,1228.97,1225.93,1163.62,1177.33,1192.38,1321.87,3146.37,944.99,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Revenue,F7,Derived,Total income per property,$/property,,2230.15,2238.26,2252,2305.63,2466.92,2514.26,2477.14,2349.82,2140.72,2244.66,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Revenue from community service obligations (CSOs),F8,Derived,Community service obligations ratio,ratio,,0.0793,0.0648,0.0684,0.053,0.093,0,0.5918,0,0,,,,,,,,,,,,,0
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Costs,F9,Report,Written-down replacement cost of fixed water supply assets,$ 000s,,169787.821,170345.702,160420.033,165817.668,170064.957,178128.222,200329.309,192752.466,198032.234,127706.266,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Costs,F10,Report,Written-down replacement cost of fixed wastewater assets,$ 000s,,133444.102,134122.465,129783.431,125227.345,125944.449,127649.286,138155.944,140821.194,144706.966,73695.964,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Costs,F11,Derived,Operating cost per property: water supply,$/property,,1027.48,941.43,765.68,816.39,829.8,758.14,606.76,704.85,815.22,916.3,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Costs,F12,Derived,Operating cost per property: wastewater,$/property,,563.21,538.6,429.22,485.87,411.94,383.21,332.64,402.05,724.18,507.49,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Capital Expenditure,F14,Report,Capital expenditure: water supply,$ 000s,,5072.192,7327.128,3014.588,3350.827,3265.24,3293.973,4713.201,19663.232,4762.322,9370.586,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Capital Expenditure,F15,Report,Capital expenditure: wastewater,$ 000s,,1527.49,2993.71,2026.455,3187.465,3369.101,1801.85,676.605,232.517,9489.233,12230.972,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Capital Expenditure,F16,Derived,Total capital expenditure: water supply and wastewater,$ 000s,,6600.0,10321,5041,6538,30409,5096,5389,19896,14251,21602,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Capital Expenditure,F28,Derived,Capital expenditure per property: water supply,$/property,,433.45,638.98,263.52,288.07,861.62,291.51,411.45,1728.79,403.42,788.64,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Capital Expenditure,F29,Derived,Capital expenditure per property: wastewater,$/property,,176.7519,346.4141,234.4891,368.8292,1533.7298,199.0994,74.8209,25.9015,1066.6854,1358.0915,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Economic real rate of return,F17,Report,Economic real rate of return: water supply,ratio,,-0.6,-0.5,0.7,0.9,2,2.7,1.1,-0.2,0,1.2,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Economic real rate of return,F18,Report,Economic real rate of return: wastewater,ratio,,-3.6,2.2,3.1,2.8,3.5,3.1,2.7,1.3,0,1.8,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Economic real rate of return,F19,Report,Economic real rate of return: water supply and wastewater,ratio,,3.0,0.7,1.8,1.7,2.7,2.9,1.7,0.4,0,1.4,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Dividends,F20,Report,Dividends,$ 000s,,2305.892,2936.37,2889.677,2595.305,2964.095,3423.47,2552.053,1854.333,0,0,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Dividends,F21,Derived,Dividend payout ratio,ratio,,1.0,1,1,2.2,1,1,5.3,0,0,,,,,,,,,,,,,0
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Net debt to equity,F22,Report,Net debt to equity ratio,ratio,,,No data,Not applicable,Not applicable,Not applicable,Not applicable,0,4.4,0.1,19.5,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Interest cover,F23,Report,Interest cover ratio,ratio,,,No data,Not applicable,Not applicable,Not applicable,Not applicable,1.2,2.6,0.1,1.7,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Dividends,F24,Report,Net profit after tax (NPAT),$ 000s,,2305.892,2936.37,2889.677,1185.826,2964.095,3423.47,479.976,1648.02,5855.642,1828.174,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Net profit after tax,F30,Derived,Net profit after tax ratio,ratio,,0.0884,0.1144,0.1122,0,0.1,0.1205,0.0169,0,0.0685,,,,,,,,,,,,,0
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Community service obligations (CSOs),F25,Report,Community service obligations ($),$ 000s,,2069.286,1664.234,1761.019,1409.464,355.123,0,16791.36,1287.593,,0,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Capital works grants,F26,Report,Capital works grants: water supply,$ 000s,,38.308,0,0,0,11.837,74.592,3722.522,3479.982,0,1095.713,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Capital works grants,F27,Report,Capital works grants: wastewater,$ 000s,,0.0,0,0,0,0,0,20.594,0,0,495.954,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Costs,IF11,Report,Operating cost: water supply,$ 000s,,12023.587,10795.455,8759.369,9496.261,9613.287,8566.863,6950.472,8016.845,9623.697,10882.229,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Western Downs Regional Council,Finance,Costs,IF12,Report,Operating cost: wastewater,$ 000s,,4867.224,4654.51,3709.404,4198.896,3733.246,3468.02,3008.076,3609.256,6442.348,4570.652,,,,,,,,,,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Revenue,F1,Report,Total revenue: water supply,$ 000s,,14422.0,14238.642,15285.958,16976.648,17524.147,14043.271,12943.162,12725.548,13394.205,12573.142,12217.698,11881.179,11750.327,10954.802,11557.235,9159.183,9190.17,9661.769,9884.699,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Revenue,F2,Report,Total revenue: wastewater,$ 000s,,15396.0,14510.618,14024.582,14815.836,16869.537,11915.248,11749.44,12008.423,12583.111,11919.559,8942.004,11826.286,11345.001,10681.632,11199.005,9778.466,8825.916,8478.663,8548.14,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Revenue,F3,Report,Total income for the utility,$ 000s,,30135.0,28961.84,29754.42,32103.501,34959.513,30370.508,27806.765,27532.871,26795.994,27151.887,23986.992,27615.642,30280.267,24756.171,23703.814,24815.665,20539.953,19805.602,19044.347,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Revenue,F4,Report,Percentage of residential revenue from usage charges: water supply,%,,20.0,21,21,23,21,26.3,19.6,24,40.8,34.5,68.5,66.2,63,65,62.3,,17.5,23.5,,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Revenue,F5,Derived,Revenue per property: water supply,$/property,,772.97,776.5,842.24,961.74,1015.53,828.61,783.05,781.09,838.6,800.33,776.71,763.23,765,725.29,780.48,631.11,643.16,701.04,754.25,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Revenue,F6,Derived,Revenue per property: wastewater,$/property,,893.87,859.48,839.09,910.67,1068.09,768.87,780.91,813.97,871.47,834.7,622.27,834.36,813.26,778.83,833.39,746.39,685.83,686.86,741.27,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Revenue,F7,Derived,Total income per property,$/property,,1615.12,1579.42,1639.45,1818.69,2025.93,1791.98,1682.31,1689.97,1677.69,1728.32,1524.92,1773.99,1971.37,1548.2,1600.74,1711.53,1435.68,1436.74,1453.35,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Revenue from community service obligations (CSOs),F8,Derived,Community service obligations ratio,ratio,,0.0379,0.0382,0.0388,0.0357,0.0337,0.0366,0.0327,0,0.0374,0.043,0.0362,0.0255,0.0319,0.0316,0.0265,0,0,0,,,,0
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Costs,F9,Report,Written-down replacement cost of fixed water supply assets,$ 000s,,159138.0,137173.018,144184.976,147935.87,114014.676,114663.721,117171.28,119051.422,124171.966,96374.012,98441.561,86262.397,89552.25,90821.19,62334.82,43240.447,67190.352,63860.936,61935.896,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Costs,F10,Report,Written-down replacement cost of fixed wastewater assets,$ 000s,,151365.0,129458.684,136940.15,139699.155,106020.853,105719.788,107075.248,108833.946,113166.874,104647.603,100939.065,104547.417,109477.55,110045.326,75563.311,79665.823,97395.987,99169.793,87132.633,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Costs,F11,Derived,Operating cost per property: water supply,$/property,,659.93,633.8,765.31,754.34,796.78,792.51,678.15,668.19,701.06,284.78,315.02,421.35,407.65,363.95,472.13,189.18,630.97,697.89,,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Costs,F12,Derived,Operating cost per property: wastewater,$/property,,474.57,469.64,481.7,422.44,456.14,441.37,475.62,458.2,512.05,284.22,298.66,462.76,445.06,452.76,366.33,118.24,634.02,579.74,,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Capital Expenditure,F14,Report,Capital expenditure: water supply,$ 000s,,3342.0,2988.614,3967.033,5738.093,4072.08,2658.229,2895.903,3678.838,1750.753,926.55,2131.221,16335.618,4603.729,3905.625,2715.611,2149.016,7102.188,,,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Capital Expenditure,F15,Report,Capital expenditure: wastewater,$ 000s,,3631.0,1676.667,5477.115,5263.996,3829.412,2958.12,2725.197,3545.853,3553.332,5128.704,2317.622,697.554,11194.374,2793.334,1627.922,1575.551,883.963,,,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Capital Expenditure,F16,Derived,Total capital expenditure: water supply and wastewater,$ 000s,,6973.0,4665,9444,11002,7901,5616,5621,7225,5304,6055,4449,17033,15798,6699,4344,3725,7986,8195,2736,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Capital Expenditure,F28,Derived,Capital expenditure per property: water supply,$/property,,179.12,162.99,218.58,325.07,235.98,156.84,175.21,225.8,109.61,58.98,135.49,1049.37,299.72,258.58,183.39,147.8,,,,,,
